cell,ACTC1.L,CD44.L,CDH1.S,CDX4.L,CHRD.1.S,DLX2.L,DLX3.L,EGR2.L,ELAVL3.L,EPHA2.L,EPHA4.L,EYA1.L,FOXC2.L,GATA2.L,GBX2.2.L,HNF1B.L,HOXA3.S,HOXC10.L,HOXD3.L,KRT12.4.L,MAFB.S,MSX1.L,MSX2.L,MYL1.L,MYOD1.S,NOG.L,OLIG4.L,OTX2.S,PAX3.S,PAX6.S,PAX7.L,PITX1.L,RAX.L,SIX1.L,SNAI1.S,SNAI2.L,SOX10.L,SOX17A.S,SOX2.L,SOX3.S,SOX8.L,SOX9.S,TFAP2A.L,TFAP2C.L,TP63.L,VENTX2.1.L,TBXT.S,ZIC1.S,OLIG3.S,EYA2.S,HOXB6.S,HOXB9.S,HOXC9.S,HOXD11.L
2685806100059100009,0,0,1,0,1,0,1,0,0,0,2,0,17,14,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,19,0,0,0,1,1,0,1,2,1,0,2,0,0,0,1,1,0,0,0
2685806100059100010,1,0,5,0,1,0,1,1,0,4,1,0,13,3,4,1,5,0,0,8,1,1,0,2,1,0,0,0,1,0,0,0,0,3,25,1,0,0,0,1,0,0,0,1,1,1,2,1,0,1,0,0,0,0
2685806100059100012,0,0,42,0,0,0,11,0,0,1,3,2,0,15,4,0,10,1,0,357,0,17,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,8,0,0,7,37,0,0,1,0,0,1,0,0,0,0
2685806100059100013,0,1,0,0,0,0,2,0,0,0,1,0,4,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0
2685806100059100014,0,0,5,0,0,0,1,0,0,0,0,1,0,4,0,0,0,0,0,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0
2685806100059100015,2,1,2,0,1,0,1,0,0,2,3,0,23,3,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,39,0,0,0,0,1,0,0,2,0,0,6,0,1,0,3,0,0,0,0
2685806100059100016,0,0,43,0,0,0,4,0,0,1,0,3,0,49,1,1,2,0,0,82,0,0,1,0,0,0,1,1,0,0,0,0,0,0,7,3,2,0,0,3,0,0,14,8,5,0,0,0,0,1,0,0,0,0
2685806100059100017,0,0,1,0,1,0,0,0,0,0,3,5,35,17,2,1,1,0,0,1,0,1,0,3,0,0,0,1,0,0,1,1,0,1,61,0,0,0,0,1,0,0,1,0,1,7,0,1,0,0,0,0,0,0
2685806100059100018,0,0,2,0,0,1,0,0,0,2,1,0,10,9,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0
2685806100059100019,0,0,30,0,0,0,16,0,0,2,4,1,0,8,5,0,10,0,0,228,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,2,0,0,7,31,0,0,0,0,0,1,1,0,0,0
2685806100059100020,0,0,5,0,0,0,1,0,0,0,0,0,0,7,1,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0
2685806100059100021,0,0,1,0,1,0,0,0,1,0,0,0,26,1,0,1,9,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,1,2,40,0,0,0,1,1,0,0,1,0,0,0,1,1,1,3,0,0,0,0
2685806100059100022,0,0,39,0,0,0,3,0,0,6,1,0,2,52,3,1,4,2,0,21,1,1,0,0,0,1,0,0,0,0,0,1,0,4,9,0,0,0,2,0,0,0,5,4,5,0,1,0,0,1,0,0,0,0
2685806100059100023,1,1,7,0,2,0,1,0,0,2,1,0,13,14,3,1,10,0,0,5,0,6,0,0,0,0,1,0,0,1,1,0,0,4,42,0,0,0,1,0,2,0,0,1,1,7,0,2,0,7,1,0,0,0
2685806100059100024,0,0,17,0,0,0,5,0,0,1,0,1,0,9,0,0,1,0,0,150,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,11,0,0,0,0,0,1,0,0,0,0
2685806100059100025,0,0,18,0,0,0,9,0,0,3,0,0,0,20,1,0,0,0,0,291,0,3,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,4,12,1,1,0,0,0,0,0,0,0,0
2685806100059100027,1,0,60,0,0,0,5,1,0,11,1,1,3,78,6,1,4,0,0,113,1,4,1,1,0,1,0,3,1,0,2,0,0,1,9,0,2,0,1,0,1,1,18,9,31,0,0,0,0,1,1,0,0,0
2685806100059100028,1,1,0,0,0,0,0,0,0,2,0,0,27,5,1,0,4,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,1,1,1,5,1,1,0,4,0,1,0,0
2685806100059100029,0,0,25,0,0,0,13,0,1,2,2,2,0,4,2,0,4,1,0,239,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,6,27,0,0,0,0,0,0,1,0,0,0
2685806100059100030,0,0,0,1,3,0,0,0,0,0,3,0,21,5,2,1,5,0,0,0,0,5,0,1,0,0,0,0,1,1,1,0,0,4,16,0,0,0,0,0,1,1,1,0,0,5,1,1,0,2,1,0,0,0
2685806100059100031,1,0,0,0,1,0,2,0,0,2,1,1,7,3,1,7,6,0,0,3,1,4,0,0,0,0,0,0,1,0,1,0,0,4,16,0,0,0,0,0,1,0,0,1,2,4,1,0,0,3,0,0,0,0
2685806100059100032,0,0,1,0,0,0,0,0,0,1,3,0,20,5,1,0,9,0,0,1,1,2,0,0,1,1,0,0,1,0,0,0,0,1,36,0,1,0,0,0,0,0,1,0,1,4,0,0,0,4,0,1,0,0
2685806100059100033,0,2,77,1,0,0,18,0,1,6,1,0,0,70,4,0,8,0,0,779,0,8,0,1,2,0,1,1,0,2,0,0,0,1,0,1,0,0,1,2,0,3,8,42,7,3,0,0,0,2,1,0,0,0
2685806100059100034,1,0,1,0,1,0,1,1,0,0,3,2,14,2,3,6,3,0,0,2,0,7,0,0,0,2,0,0,0,0,1,0,0,2,12,0,0,0,0,0,0,0,0,1,0,6,2,0,0,4,0,0,0,1
2685806100059100036,0,0,26,1,1,1,1,1,1,1,0,2,7,16,2,5,1,0,0,53,0,0,0,1,0,0,0,0,2,0,0,0,0,1,10,2,0,0,0,0,0,0,4,4,4,2,0,0,2,0,0,0,0,0
2685806100059100037,2,1,0,1,3,0,2,0,0,0,0,1,24,7,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,36,1,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0
2685806100059100039,2,1,0,0,5,0,2,0,0,3,6,2,16,3,2,0,3,0,0,2,1,2,0,0,1,0,1,0,0,0,0,0,1,1,24,0,0,0,0,0,1,1,0,1,0,9,0,0,1,3,0,1,0,0
2685806100059100040,2,1,11,0,13,0,2,0,0,2,15,1,7,28,1,3,8,0,0,21,1,2,1,2,0,0,0,0,0,0,1,0,0,2,8,0,1,0,1,1,0,0,2,3,3,4,0,0,1,3,1,0,0,0
2685806100059100041,0,0,27,0,0,0,13,0,0,5,2,2,0,34,4,1,4,0,0,293,0,2,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,1,0,0,5,20,5,0,0,0,0,1,0,0,0,0
2685806100059100042,0,1,0,0,0,0,0,0,0,0,1,0,3,4,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0
2685806100059100043,3,0,1,0,1,0,1,0,0,2,1,0,36,3,1,0,7,1,0,3,0,0,1,2,0,2,0,0,2,0,0,0,0,4,20,0,0,0,0,1,3,0,0,2,0,1,0,0,0,9,0,0,0,1
2685806100059100044,0,0,77,1,1,1,9,0,2,7,0,4,1,112,2,7,6,1,0,228,0,2,0,3,1,0,0,0,1,0,1,0,0,0,5,2,0,1,3,1,1,2,34,27,21,1,0,0,2,3,0,0,0,0
2685806100059100046,2,1,1,0,2,0,0,0,0,0,4,2,10,1,0,10,7,0,0,1,0,1,1,0,1,0,1,0,1,2,2,0,0,4,5,1,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0
2685806100059100047,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685806100059100048,0,0,1,0,7,0,0,0,1,1,3,0,13,2,2,1,3,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2685806100059100049,0,0,17,0,0,0,6,0,0,0,4,0,0,4,1,0,5,0,0,76,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0
2685806100059100050,0,0,39,0,0,0,9,0,0,5,0,1,0,44,0,0,2,0,1,348,0,2,1,1,0,1,0,2,0,1,1,0,0,1,1,0,0,0,0,0,1,1,10,22,8,0,1,0,0,0,0,0,0,0
2685806100059100051,3,0,1,0,1,0,1,0,0,1,13,2,5,13,1,24,5,0,0,1,0,2,0,0,1,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0
2685806100059100052,0,0,0,0,7,0,0,0,0,1,3,2,19,7,0,0,3,0,0,0,1,1,2,0,0,5,0,0,0,0,0,0,0,1,13,2,0,0,0,0,0,0,0,0,0,4,0,0,1,0,1,1,0,0
2685806100059100053,1,0,0,0,2,1,0,0,0,1,2,2,6,0,3,9,6,0,0,1,0,4,0,4,0,0,0,0,2,0,0,0,0,3,3,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
2685806100059100054,1,0,17,1,9,0,4,0,0,0,1,4,2,9,3,10,3,0,1,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0
2685806100059100056,0,1,15,0,1,0,3,0,0,3,0,1,0,17,1,0,0,1,1,189,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,2,13,1,0,0,0,1,0,0,0,0,0
2685806100059100057,1,0,0,0,17,0,1,2,0,0,12,1,8,3,0,33,2,0,0,1,0,1,0,2,0,0,3,0,0,1,0,1,0,3,2,0,0,1,0,0,0,4,0,1,0,1,1,0,0,6,0,0,0,0
2685806100059100058,2,1,1,1,2,0,1,0,0,1,0,7,44,2,0,1,6,0,0,2,0,1,0,4,0,2,0,0,2,1,0,0,0,6,20,1,0,0,1,0,0,0,0,1,0,4,1,0,1,6,0,0,0,0
2685806100059100059,1,0,0,0,0,0,0,0,0,0,2,2,14,1,3,3,11,0,0,4,0,3,0,1,0,0,0,1,0,0,0,0,1,0,5,0,0,0,0,1,1,0,0,1,1,1,1,1,0,8,0,0,0,2
2685806100059100060,2,0,72,0,2,0,6,0,0,4,0,4,5,65,2,9,5,0,1,138,1,1,0,1,0,1,0,2,0,0,2,0,0,2,6,1,0,0,1,1,0,1,23,15,14,1,1,1,0,3,1,0,0,0
2685806100059100061,0,0,2,0,0,0,1,0,0,0,0,1,0,5,0,0,1,0,0,73,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
2685806100059100062,1,1,1,1,6,0,1,0,0,1,2,4,22,5,0,6,8,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,10,9,0,0,0,1,0,0,0,1,0,0,3,0,0,1,7,0,0,0,0
2685806100059100063,0,0,19,0,0,1,7,0,0,5,0,2,0,50,1,1,2,0,0,445,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,11,13,3,0,0,0,0,0,0,0,0,0
2685806100059100064,2,0,7,0,3,0,2,0,0,4,1,4,7,3,0,12,5,1,0,5,0,0,0,1,0,0,1,0,4,1,3,0,0,2,7,0,0,0,0,0,0,0,0,1,0,2,0,0,0,4,0,1,0,0
2685806100059100065,0,1,0,0,0,0,0,0,0,1,1,1,9,1,0,3,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
2685806100059100066,0,0,1,0,2,0,0,0,0,1,0,2,5,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685806100059100068,1,0,0,0,4,0,2,0,0,1,2,9,10,0,0,19,5,0,0,1,20,3,0,2,0,1,0,0,2,1,1,0,0,9,7,0,0,0,0,1,0,0,0,1,0,3,0,0,0,5,0,0,0,0
2685806100059100069,1,0,25,1,0,0,4,0,0,2,0,1,1,33,1,1,1,0,0,322,0,5,0,1,0,0,1,2,0,1,0,0,0,0,2,0,1,0,0,1,0,1,6,12,0,0,0,0,0,0,0,0,0,0
2685806100059100070,0,0,21,0,1,0,2,0,0,1,0,1,0,16,1,2,2,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,9,3,0,0,1,0,0,0,0,0,0
2685806100059100071,0,0,0,0,1,0,1,0,0,0,0,2,7,0,0,8,2,0,1,0,3,0,1,0,1,0,0,0,2,0,3,0,0,7,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2685806100059100072,0,0,10,0,0,0,4,0,0,4,1,0,0,21,2,1,1,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,1
2685806100059100073,3,0,2,1,8,0,2,0,0,1,5,7,4,0,0,24,7,0,0,4,0,1,0,0,0,0,0,0,7,0,2,0,1,4,3,0,0,0,1,0,0,0,1,3,1,0,0,0,0,6,0,0,0,0
2685806100059100074,2,0,0,0,0,0,0,0,0,0,0,1,6,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2685806100059100075,0,1,9,0,0,0,4,0,0,0,0,2,0,20,1,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,1,0,2,27,2,0,0,1,0,0,0,0,0,0
2685806100059100076,0,0,35,0,0,0,9,0,0,0,5,3,1,1,1,0,6,0,0,236,0,4,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,7,22,0,0,0,0,1,0,0,0,0,0
2685806100059100077,0,0,38,0,1,0,5,1,0,0,0,3,4,28,3,4,1,1,0,101,0,0,0,1,0,0,0,0,0,0,1,0,2,2,7,0,0,1,0,0,0,0,13,39,7,0,0,0,0,2,1,0,0,0
2685806100059100078,0,0,0,1,4,0,1,0,0,0,2,2,2,0,0,4,2,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0
2685806100059100079,3,0,0,0,4,0,0,0,1,1,0,5,9,1,0,3,3,0,1,0,0,0,0,0,0,1,1,0,8,0,3,0,0,7,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2685806100059100080,0,0,7,0,0,0,3,0,0,0,0,0,0,9,1,0,2,0,0,97,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,5,0,0,0,0,0,0,0,0,0,0
2685806100059100081,1,0,0,0,7,0,0,1,0,0,3,4,7,2,1,6,4,0,0,0,1,0,0,1,0,0,0,0,17,0,3,0,0,6,5,0,0,0,0,0,1,0,0,2,0,1,0,0,0,9,0,0,0,0
2685806100059100082,0,0,1,0,2,0,0,1,0,0,18,2,1,1,0,15,3,0,0,2,1,3,0,1,1,1,0,0,8,1,6,0,0,2,1,0,0,1,0,0,0,0,1,0,2,0,0,0,1,12,0,0,0,0
2685806100059100083,0,0,58,0,1,0,5,1,1,9,1,3,0,19,4,2,1,0,0,87,0,3,0,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,11,66,4,0,0,0,0,0,1,0,0,0
2685806100059100084,1,0,0,0,1,0,1,1,0,2,1,4,2,0,0,18,2,0,0,1,0,1,1,1,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
2685806100059100085,3,0,1,0,2,0,0,0,1,0,3,3,9,0,0,6,7,0,0,3,0,1,0,2,0,3,0,0,13,1,14,0,0,11,12,0,1,0,0,0,0,0,0,1,0,1,0,0,0,17,0,0,0,0
2685806100059100086,0,0,28,0,0,0,1,0,0,2,0,4,1,24,1,0,0,1,0,28,0,0,0,1,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,2,11,16,0,0,0,0,9,0,0,0,0
2685806100059100087,1,1,27,0,0,0,7,1,0,1,2,1,1,21,3,0,6,0,2,173,0,5,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,9,9,0,0,9,31,0,1,0,0,0,2,0,0,0,0
2685806100059100088,0,0,13,1,0,0,7,0,0,2,1,0,0,22,0,0,2,0,0,169,0,1,0,1,1,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,1,0,10,18,3,0,0,0,0,0,0,0,1,0
2685806100059100089,3,0,94,0,1,0,3,0,1,6,0,1,8,20,16,3,2,0,0,44,1,11,0,4,0,0,1,0,2,0,1,0,0,5,9,0,0,0,2,5,1,0,31,52,11,0,0,1,1,3,1,0,0,0
2685806100059100090,0,0,5,0,4,0,0,0,1,0,2,2,7,7,0,2,1,0,0,6,1,0,0,2,0,1,1,0,9,1,3,0,0,3,7,0,0,0,0,0,0,0,1,3,4,0,0,0,0,8,0,0,0,0
2685806100059100091,2,0,26,0,0,1,2,0,0,8,0,0,0,21,0,0,1,0,1,200,0,8,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,7,17,3,0,0,0,0,0,0,0,0,0
2685806100059100092,2,0,57,0,0,0,11,1,3,1,0,2,0,50,9,0,6,0,0,148,0,3,0,1,0,0,0,1,0,0,1,1,0,0,14,1,2,0,0,8,0,0,17,31,36,0,0,0,0,1,1,0,2,0
2685806100059100093,0,0,16,0,0,0,4,0,0,0,2,1,1,17,3,0,3,0,0,140,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,15,0,1,0,0,0,0,0,0,0,0
2685806100059100094,1,0,82,0,1,1,7,2,0,2,0,13,3,49,2,0,4,1,0,92,0,0,0,1,0,1,1,1,0,0,2,1,0,1,12,0,0,0,1,1,0,1,21,24,52,0,0,0,1,6,0,1,0,0
2685806100059100095,1,0,43,0,0,0,17,0,0,1,3,3,0,9,5,0,5,1,1,200,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,4,31,0,0,0,0,0,2,2,0,0,0
2685806100059100096,5,0,107,0,1,0,11,0,1,2,1,3,4,96,5,2,5,0,0,54,0,0,0,2,2,1,1,0,1,3,2,0,0,7,24,1,2,1,0,0,0,1,21,28,80,0,0,1,0,9,0,0,1,2
2685806100059100097,1,0,25,0,0,0,13,0,0,0,0,2,1,69,4,1,5,0,0,400,1,6,0,2,0,1,1,0,0,0,1,0,0,0,6,1,1,1,4,3,0,0,23,85,12,1,0,0,2,4,0,0,0,0
2685806100060100008,0,0,0,1,2,0,0,0,0,1,12,1,0,34,7,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,5,0,0,0,1,23,0,1,1,3,0,1,0,0,0,1,1,0,0,0
2685806100060100010,1,4,10,0,0,0,1,0,1,7,100,0,3,154,12,21,11,2,0,3,1,1,1,0,0,0,0,0,0,1,0,1,2,3,20,0,0,1,4,20,0,9,3,4,0,6,2,3,0,1,0,1,0,0
2685806100060100011,1,0,1,0,0,0,1,1,0,4,17,0,1,10,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,10,0,4,0,0,0,2,0,1,0,0,0,0,0,0
2685806100060100013,1,1,0,0,0,0,1,0,0,2,10,0,1,34,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,25,0,2,0,2,0,0,0,0,0,0,0,0,0,0
2685806100060100014,2,0,6,0,8,0,0,0,0,7,16,1,0,44,5,6,3,0,0,0,2,0,0,2,1,1,0,5,0,0,0,3,0,12,1,0,0,15,2,13,1,1,2,2,0,3,1,0,1,6,0,0,0,0
2685806100060100016,0,0,0,0,0,0,0,0,0,4,22,1,1,17,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,1,13,0,0,1,0,0,1,0,0,0,3,0,0,1,0
2685806100060100017,0,0,1,0,2,0,4,0,0,2,48,0,0,48,3,6,4,1,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,5,4,0,0,2,1,14,0,1,0,1,0,2,0,0,1,1,0,0,0,0
2685806100060100019,1,0,0,0,0,0,0,0,0,1,4,1,0,10,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685806100060100020,0,0,0,0,0,0,1,0,0,3,16,1,0,15,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0,0,0,0,1,1,0,0,0,2,0,0,0,0
2685806100060100021,1,0,1,0,0,0,1,0,0,11,36,4,0,30,7,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,11,0,0,0,3,0,21,1,1,1,0,0,1,0,0,0,5,0,0,0,0
2685806100060100022,2,1,0,0,0,0,1,0,0,6,28,1,1,13,11,2,1,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,5,3,0,0,1,0,21,1,0,1,1,0,0,0,0,0,1,0,0,0,1
2685806100060100023,3,2,8,0,0,1,2,0,0,5,33,0,0,27,4,11,1,1,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,4,1,0,0,4,1,17,0,2,1,0,0,2,1,0,0,2,1,0,0,0
2685806100060100025,2,4,0,0,5,0,3,1,1,10,44,2,0,55,4,11,3,1,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,10,5,0,0,1,3,25,0,1,1,1,0,2,2,1,0,3,0,0,0,0
2685806100060100026,1,0,2,0,1,0,1,0,0,0,6,0,2,10,1,2,6,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
2685806100060100027,2,0,10,0,0,0,1,1,0,2,24,1,4,34,3,6,3,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1,0,0,8,0,0,5,0,1,0,1,1,0,0,1,0,0,1,3,0,0,0,0
2685806100060100028,0,1,1,0,0,0,0,0,0,1,14,0,0,18,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,8,0,0,0,0,1,2,0,1,0,0,0,0,0,0
2685806100060100029,1,1,2,0,2,0,0,0,0,3,17,3,0,15,5,2,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,3,3,0,0,0,1,11,0,0,1,0,0,2,0,0,1,1,0,0,0,0
2685806100060100030,1,0,7,1,3,0,4,0,0,5,17,2,0,47,8,3,3,0,0,0,0,0,0,5,1,0,0,0,0,0,2,1,0,2,4,0,1,0,0,26,0,0,0,0,0,2,0,0,1,0,0,0,0,0
2685806100060100033,1,2,6,0,0,0,1,1,0,3,22,1,0,27,2,6,2,1,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,2,4,0,0,1,4,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0
2685806100060100034,1,0,15,1,2,0,1,1,1,1,44,3,7,18,5,8,7,0,0,1,1,0,0,0,0,0,0,1,0,1,0,2,1,2,14,0,0,2,6,3,1,2,0,2,0,7,2,0,0,2,0,0,0,0
2685806100060100035,1,0,1,0,1,0,0,0,0,2,2,0,38,6,1,0,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,35,0,0,0,1,1,2,0,0,0,0,3,0,0,0,4,0,0,0,0
2685806100060100036,2,1,3,0,5,0,0,1,0,0,14,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,7,15,0,4,1,0,1,0,0,0,0,0,0,0,0,0
2685806100060100037,2,1,6,0,1,0,3,0,0,4,18,0,0,28,8,8,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,1,3,12,1,0,0,0,0,2,2,1,0,2,0,0,0,1
2685806100060100038,2,2,2,0,0,0,1,0,0,6,50,1,2,9,2,5,1,0,0,1,1,0,1,3,0,0,0,1,0,0,1,0,0,1,12,0,0,3,3,11,0,3,0,0,0,1,0,0,0,1,0,0,0,0
2685806100060100039,0,0,2,0,0,0,0,1,0,0,11,1,0,17,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,5,0,0,0,0,4,0,1,0,1,0,0,0,3,0,1,0,0,0,0
2685806100060100040,0,0,0,1,1,0,1,0,0,1,5,2,19,4,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,6,0,0,0,0
2685806100060100041,4,0,2,0,1,0,0,0,0,4,11,0,2,0,0,6,2,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,2,3,0,0,1,7,7,0,2,1,0,1,0,0,1,1,1,0,1,0,0
2685806100060100042,5,0,3,0,3,0,2,0,0,2,43,1,0,14,3,8,1,2,0,1,0,2,0,0,0,0,1,1,0,0,0,0,0,1,3,0,1,3,0,11,0,0,1,0,2,2,0,1,1,0,1,0,0,0
2685806100060100044,2,0,2,0,1,0,1,0,0,0,15,0,0,2,0,7,5,0,0,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,2,1,0,0,5,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2685806100060100045,3,0,3,0,1,0,1,0,0,1,17,1,4,12,4,7,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,14,0,0,1,0,0,0,5,0,1,2,1,0,1,1,0
2685806100060100046,1,0,1,0,0,0,2,0,0,3,6,0,0,3,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,3,0,0,0,0,0,1,1,1,0,0,0,0,0,0
2685806100060100048,1,1,1,0,1,0,1,0,0,2,6,0,0,1,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2685806100060100049,1,2,2,0,1,0,0,0,0,1,11,0,0,0,1,6,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,5,0,1,2,0,0,0,21,5,3,1,0,0,0,0,0,0,1,0,0,0,0,0
2685806100060100050,2,1,0,0,2,0,2,1,0,1,5,0,1,0,0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,8,0,5,1,0,0,1,38,1,1,0,1,1,0,0,0,1,2,0,1,0,0,0
2685806100060100051,3,0,5,1,1,0,2,0,0,1,34,0,0,5,1,7,5,1,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,3,0,0,1,5,2,0,7,1,0,0,2,0,1,0,1,0,0,0,0
