Embryo,Truth image,Test image,Slice number,Truth objects,Test objects,Object IoU threshold,Object TP,Object FP,Object FN,Object Precision,Object Recall/Sensitivity,Object Jaccard Index,Object F-measure
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,average_image_z3_DAPI_mask_endo.tif,1,121,133,0.75,83,50,38,0.624,0.686,0.485,0.654
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,average_image_z3_DAPI_mask_endo.tif,1,121,133,0.8,78,55,43,0.586,0.645,0.443,0.614
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,average_image_z3_DAPI_mask_endo.tif,1,121,133,0.85,74,59,47,0.556,0.612,0.411,0.583
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,average_image_z3_DAPI_mask_endo.tif,1,121,133,0.9,69,64,52,0.519,0.57,0.373,0.543
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,average_image_z3_DAPI_mask_endo.tif,1,121,133,0.95,37,96,84,0.278,0.306,0.171,0.291
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,average_image_z3_DAPI_mask_endo.tif,1,121,133,1.0,0,133,121,0.0,0.0,0.0,
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,max_image_z3_DAPI_mask_endo.tif,1,121,114,0.5,102,12,19,0.895,0.843,0.767,0.868
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,max_image_z3_DAPI_mask_endo.tif,1,121,114,0.55,101,13,20,0.886,0.835,0.754,0.86
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,max_image_z3_DAPI_mask_endo.tif,1,121,114,0.6,98,16,23,0.86,0.81,0.715,0.834
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,max_image_z3_DAPI_mask_endo.tif,1,121,114,0.65,96,18,25,0.842,0.793,0.691,0.817
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,max_image_z3_DAPI_mask_endo.tif,1,121,114,0.7,92,22,29,0.807,0.76,0.643,0.783
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,max_image_z3_DAPI_mask_endo.tif,1,121,114,0.75,90,24,31,0.789,0.744,0.621,0.766
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,max_image_z3_DAPI_mask_endo.tif,1,121,114,0.8,88,26,33,0.772,0.727,0.599,0.749
Embryo03,mosaic_Cellbound3_z3_DAPI_mask_endo.tif,max_image_z3_DAPI_mask_endo.tif,1,121,114,0.85,85,29,36,0.746,0.702,0.567,0.723
